tag,slope,trend
sublimetext2,-3.76029667792159E-08,neutral
isapi-rewrite,-3.75519354059273E-08,neutral
settings.settings,-3.75223347889353E-08,negative
bit-packing,-3.75156573064201E-08,negative
indesign-server,-3.74475001414922E-08,negative
alloca,-3.74387772695712E-08,neutral
mod-python,-3.74175827294281E-08,neutral
fread,-3.73412291895572E-08,neutral
code-duplication,-3.73294936852516E-08,neutral
subscript-operator,-3.73123238891848E-08,negative
picasso,-3.73040600294951E-08,neutral
authorize.net-arb,-3.72562774155105E-08,negative
sidenav,-3.72480942762349E-08,negative
centos6.5,-3.72293372194205E-08,negative
sql-insert,-3.72055214608454E-08,neutral
dialog-preference,-3.72035167330985E-08,negative
wikitext,-3.71871577609007E-08,neutral
sitecore-ecm,-3.71869710173104E-08,negative
microdata,-3.7185992327428E-08,neutral
members,-3.71112054116508E-08,negative
enunciate,-3.71090606058461E-08,negative
filehelpers,-3.71006802287099E-08,neutral
page-factory,-3.70999301062962E-08,negative
statet,-3.70940966441396E-08,negative
color-blending,-3.70715310765698E-08,negative
github-mantle,-3.70282736129872E-08,negative
jmock,-3.69612159053812E-08,negative
rapidjson,-3.69516627038243E-08,negative
angularjs-ng-show,-3.69439978110527E-08,negative
custom-build,-3.69091971316065E-08,negative
princexml,-3.68868546022423E-08,negative
angular-filters,-3.68541676793463E-08,neutral
dropdownchoice,-3.6810140805464E-08,negative
ipython-parallel,-3.67575142437191E-08,negative
qglwidget,-3.67146073688262E-08,negative
jmespath,-3.67071374468758E-08,negative
fragmentstatepageradapter,-3.66640756379647E-08,negative
smtpappender,-3.66543229167835E-08,negative
oracle-coherence,-3.6647007957253E-08,neutral
xdomainrequest,-3.66149151636844E-08,negative
nssortdescriptor,-3.65563926443759E-08,negative
wiredep,-3.65297712218538E-08,negative
buck,-3.65236191846362E-08,negative
ios-provisioning,-3.65006704577484E-08,negative
ujs,-3.64483321209683E-08,negative
fullpage.js,-3.64358367938309E-08,neutral
modeshape,-3.64346994193872E-08,negative
x-cart,-3.62757977655119E-08,negative
case-sensitive,-3.62073581270173E-08,neutral
grunt-contrib-watch,-3.619424228153E-08,neutral
spritebatch,-3.61691731268134E-08,negative
weakhashmap,-3.61498466855827E-08,negative
data-visualization,-3.61217678973725E-08,neutral
gprs,-3.61143002482133E-08,neutral
android-radiogroup,-3.61046142961331E-08,negative
google-now,-3.60606590501035E-08,negative
isam,-3.60573349046656E-08,negative
java-2d,-3.60528682382285E-08,neutral
mod-perl2,-3.60151427221762E-08,neutral
ssms-2016,-3.60022723094596E-08,negative
html-help,-3.59979666119052E-08,negative
routetable,-3.59975391968795E-08,negative
check-constraint,-3.59844829873063E-08,negative
atlassian-crucible,-3.59796953392369E-08,negative
malformedurlexception,-3.59750343997134E-08,negative
online-game,-3.59630481230266E-08,negative
visual-c++-2013,-3.59403106359566E-08,negative
accord.net,-3.59029214050011E-08,negative
cllocationdistance,-3.58695916274808E-08,negative
surveymonkey,-3.58084611197197E-08,negative
office-2013,-3.58076490860646E-08,negative
ms-access-forms,-3.57959566495094E-08,neutral
panels,-3.57814571537343E-08,negative
nsresponder,-3.5724334564413E-08,negative
serializearray,-3.57195044875337E-08,negative
blackberry-cascades,-3.57148294769111E-08,neutral
stringwithformat,-3.56616501701146E-08,negative
botkit,-3.56555543173654E-08,negative
couchbase-view,-3.56550651389594E-08,neutral
nsoutputstream,-3.56345177988628E-08,negative
git-gc,-3.5618640906665E-08,negative
tf-idf,-3.56101147328705E-08,neutral
runge-kutta,-3.5579103370242E-08,negative
urn,-3.55241012329293E-08,neutral
procedures,-3.55229830605788E-08,negative
line-breaks,-3.55125297008218E-08,neutral
safari-app-extension,-3.5493794425813E-08,negative
skshapenode,-3.54932648534162E-08,negative
mongoose-schema,-3.54770609503339E-08,neutral
nvidia-digits,-3.54628194620641E-08,negative
typekit,-3.54473094129822E-08,negative
turbogears2,-3.53835543418532E-08,neutral
jquery-ui-multiselect,-3.53586501203234E-08,negative
glassfish-4.1,-3.53096344364293E-08,negative
build-time,-3.52948273459681E-08,neutral
sql-drop,-3.52937894130721E-08,negative
focusable,-3.52806818978472E-08,negative
couchdb-python,-3.52209448891624E-08,negative
mantissa,-3.51802453884542E-08,negative
tailwind-3,-3.51189550880353E-08,negative
restify,-3.51150971319909E-08,neutral
splay-tree,-3.50962441084361E-08,negative
java-metro-framework,-3.50943637209212E-08,neutral
ytdl,-3.50926399609029E-08,neutral
pythonxy,-3.50855511096192E-08,negative
declare-styleable,-3.50601556088588E-08,negative
scalacheck,-3.50159578998333E-08,negative
looper,-3.49895505386662E-08,negative
entityreference,-3.49560648445731E-08,negative
rad-controls,-3.49347134329238E-08,negative
exchangelib,-3.49317345473127E-08,negative
elasticsearch-py,-3.48932575501148E-08,negative
extjs6-classic,-3.48440792390033E-08,neutral
httparty,-3.48343388488865E-08,neutral
glasspane,-3.48054788992227E-08,negative
overflowexception,-3.47930068998564E-08,negative
kill,-3.47585381382269E-08,neutral
perfect-hash,-3.47206058425517E-08,negative
worklight-appcenter,-3.47167956997672E-08,negative
sql-job,-3.46819529038777E-08,negative
static-binding,-3.46693290978859E-08,neutral
diazo,-3.46638269355576E-08,negative
visualsvn-server,-3.46217009156838E-08,neutral
windows-10-universal,-3.46173093994671E-08,neutral
android-gridview,-3.45880926374357E-08,neutral
django-1.4,-3.45555902190681E-08,neutral
doctrine-1.2,-3.45436691654814E-08,neutral
nsoperationqueue,-3.45291230971285E-08,neutral
urlhelper,-3.45122882160919E-08,neutral
olap4j,-3.44755097584559E-08,negative
external-process,-3.44532201717775E-08,neutral
drupal-hooks,-3.44345237409694E-08,neutral
polybase,-3.44093117932881E-08,negative
atmosphere.js,-3.43955846223816E-08,negative
tidb,-3.43950289014271E-08,neutral
skphysicsworld,-3.43657706699834E-08,negative
meilisearch,-3.43641923422963E-08,negative
copy-constructor,-3.43350248899372E-08,neutral
cilk-plus,-3.42669030646614E-08,negative
accumarray,-3.4247725768732E-08,negative
superview,-3.42349109045628E-08,negative
turing-complete,-3.42332576042803E-08,neutral
durandal,-3.41715268635001E-08,neutral
nservicebus5,-3.41010363104211E-08,negative
form-api,-3.40935062108645E-08,negative
material-design-lite,-3.40114800891397E-08,neutral
nssegmentedcontrol,-3.4007442249276E-08,negative
axwindowsmediaplayer,-3.39976075575723E-08,negative
magnetic-cards,-3.3995606066351E-08,negative
generic-handler,-3.39943678684778E-08,negative
limits,-3.39331199078871E-08,neutral
side-scroller,-3.38843151121501E-08,negative
angular-datatables,-3.38595773432721E-08,neutral
message-driven-bean,-3.38330676723589E-08,neutral
oracle-fusion-middleware,-3.38228477067268E-08,neutral
strongly-typed-dataset,-3.3820533688064E-08,neutral
blazegraph,-3.38166125304879E-08,negative
dot-emacs,-3.37957957803914E-08,neutral
aspbutton,-3.37507587161324E-08,negative
cab,-3.37342214557213E-08,neutral
koa2,-3.36872237917839E-08,negative
appfuse,-3.36758270744041E-08,neutral
xhprof,-3.36694353445645E-08,negative
torquebox,-3.36619373744858E-08,negative
dhtmlx,-3.36475489930026E-08,neutral
cookiestore,-3.36377545999102E-08,negative
spray-json,-3.35985444016758E-08,negative
pylons,-3.35822378938671E-08,neutral
scribe,-3.3572175709537E-08,negative
google-closure-compiler,-3.34917634204587E-08,neutral
realurl,-3.34801526706111E-08,negative
abstract-type,-3.34669100803683E-08,negative
mahout-recommender,-3.34528609154178E-08,negative
indexpath,-3.34410094647285E-08,negative
aether,-3.34310987419691E-08,negative
handles,-3.34031760369731E-08,neutral
listselectionlistener,-3.33676773411802E-08,negative
message-hub,-3.33548538508085E-08,negative
getview,-3.33094686827099E-08,negative
fancytree,-3.32981600364467E-08,negative
php-di,-3.32863843114236E-08,negative
enlive,-3.3258570876724E-08,negative
webusercontrol,-3.32095046720886E-08,neutral
coldfusion-11,-3.31613208370149E-08,negative
xcode-workspace,-3.31604901175426E-08,negative
argv,-3.31527430098067E-08,neutral
function-definition,-3.31172928619179E-08,neutral
boost-bind,-3.30724860914235E-08,neutral
sharepoint-jsom,-3.30543731136225E-08,negative
wicket,-3.30269561306679E-08,neutral
android-account,-3.30211236903952E-08,negative
retrolambda,-3.29998711230554E-08,negative
messagepack,-3.29087368340042E-08,negative
jasmine-node,-3.28900083385318E-08,negative
ffbase,-3.28394786997506E-08,negative
allegrograph,-3.28366909520557E-08,negative
gcdwebserver,-3.28282987259893E-08,negative
android-facebook,-3.27778632332582E-08,neutral
multiprecision,-3.27721702612245E-08,negative
designmode,-3.27546462833304E-08,neutral
handoff,-3.27209438595586E-08,negative
respond.js,-3.27159825773494E-08,negative
rethinkdb-python,-3.27075889829338E-08,neutral
civicrm,-3.26898326772676E-08,negative
jssc,-3.26573823795849E-08,negative
invokelater,-3.26532748872215E-08,negative
gcdasyncsocket,-3.25875359272266E-08,neutral
pyrocms,-3.25747709366357E-08,neutral
jinternalframe,-3.25650264711348E-08,neutral
encog,-3.25455029086592E-08,negative
java.util.calendar,-3.25452280702929E-08,neutral
safe-mode,-3.25185525330747E-08,neutral
eclipse-hono,-3.24380113072951E-08,negative
convertview,-3.24229831650588E-08,negative
app-id,-3.2401300561716E-08,negative
inline-images,-3.23817895198471E-08,negative
merit-gem,-3.23730417550912E-08,negative
monochrome,-3.23392742868977E-08,negative
couchdb-2.0,-3.23154274028135E-08,negative
mpmediaplayercontroller,-3.23062152021664E-08,negative
responsive-slides,-3.22915305186055E-08,negative
bootstrap-sass,-3.22910134903979E-08,negative
optionparser,-3.22728449855422E-08,negative
uirefreshcontrol,-3.22654363906039E-08,negative
holoviz,-3.22034750098856E-08,neutral
jquery-append,-3.22002457294101E-08,negative
activemerchant,-3.21966265565802E-08,neutral
ocamlbuild,-3.21805301724789E-08,negative
targets,-3.2150456373034E-08,neutral
ng-switch,-3.21465132909554E-08,negative
cocoa-bindings,-3.21427196682464E-08,neutral
tr24731,-3.21159101529731E-08,negative
cake-pattern,-3.21052549958732E-08,negative
cocos2d-x,-3.20918437629751E-08,neutral
default-copy-constructor,-3.20790825058649E-08,negative
radwindow,-3.20754445850129E-08,negative
adaptive-layout,-3.20534298171564E-08,negative
opencms,-3.20467831843379E-08,neutral
cp1251,-3.20446839482421E-08,neutral
self-type,-3.20366946053316E-08,negative
backing-beans,-3.20251868303981E-08,negative
imagekit,-3.20043522233289E-08,neutral
jmdns,-3.1984738836411E-08,negative
igmp,-3.19644095361523E-08,neutral
binlog,-3.19614394994224E-08,neutral
asp.net-charts,-3.19549724462752E-08,neutral
nsinputstream,-3.19369826224735E-08,negative
ssrs-expression,-3.19352992261451E-08,neutral
file-read,-3.19281468043703E-08,neutral
xeon-phi,-3.19177617476493E-08,negative
opera-extension,-3.19173071335764E-08,negative
xamdatagrid,-3.1909814090542E-08,negative
r-recipes,-3.18995243709733E-08,neutral
office-2016,-3.18987487658585E-08,negative
verifone,-3.187627580177E-08,negative
buefy,-3.18762717592106E-08,neutral
simple-injector,-3.18725742208853E-08,neutral
e4,-3.18386499529147E-08,neutral
cadence-workflow,-3.18189976920154E-08,neutral
provisioning-profile,-3.18126045229261E-08,neutral
jinput,-3.1786239314365E-08,negative
neo4j.rb,-3.16939889172247E-08,neutral
wix-extension,-3.16910275632899E-08,negative
gwtbootstrap3,-3.16248925911677E-08,negative
scraperwiki,-3.1599503815413E-08,neutral
trygetvalue,-3.15697945484582E-08,negative
nsnotificationcenter,-3.15690162305582E-08,neutral
azure-spatial-anchors,-3.15437564417246E-08,neutral
postgres-9.6,-3.15411323511531E-08,negative
uipopovercontroller,-3.14862332455392E-08,neutral
android-layout-weight,-3.14702941733937E-08,negative
vimperator,-3.14488967412275E-08,negative
waterline,-3.14461546121487E-08,neutral
swift-extensions,-3.13913254587199E-08,neutral
xamarin.ios,-3.13232031810429E-08,neutral
facebook-stream-story,-3.12963179877644E-08,negative
mpvolumeview,-3.12640499554474E-08,negative
realm-object-server,-3.12265766800572E-08,negative
nstreecontroller,-3.12189010629878E-08,neutral
propel,-3.11467353494776E-08,neutral
dockerpy,-3.11460449369457E-08,neutral
processing.js,-3.11255682511132E-08,negative
remoteapi,-3.10856562616624E-08,negative
frege,-3.10783510117626E-08,negative
kapacitor,-3.1060004403679E-08,negative
python-3.9,-3.10325941496644E-08,neutral
nspopupbutton,-3.09830756547571E-08,negative
touchesbegan,-3.09414054214073E-08,neutral
signedxml,-3.09285633147828E-08,negative
linq.js,-3.09076468166251E-08,negative
app-code,-3.08904875505337E-08,neutral
photo-upload,-3.08646308457416E-08,negative
iggrid,-3.08643901146507E-08,negative
stored-functions,-3.08510343847201E-08,neutral
fold,-3.08435229008822E-08,neutral
formgroups,-3.08127346900369E-08,neutral
qwebkit,-3.07985626571057E-08,negative
getchar,-3.07373334011694E-08,neutral
sql-server-2016-express,-3.05411545659226E-08,negative
cstring,-3.04702963347136E-08,neutral
fb.ui,-3.04630982621693E-08,neutral
android-4.2-jelly-bean,-3.04331168400952E-08,neutral
stripe.net,-3.03970815320271E-08,negative
respond-to,-3.03816070040547E-08,neutral
object-identity,-3.03533589007506E-08,negative
railo,-3.03169524242851E-08,neutral
rubular,-3.02285494181084E-08,negative
unspecified-behavior,-3.01938386968992E-08,negative
cunit,-3.01730153566579E-08,negative
reactjs-testutils,-3.01538321790013E-08,negative
hyperledger-fabric-sdk-js,-3.01384330525826E-08,negative
indexoutofboundsexception,-3.0101453228259E-08,neutral
tei,-3.00475342394089E-08,neutral
selenium2library,-3.00385952903465E-08,neutral
nuget-server,-3.00367058604698E-08,negative
sikuli-script,-3.00276897160982E-08,negative
spagobi,-3.0023312598125E-08,negative
disposable,-3.00184382565861E-08,neutral
layerdrawable,-2.99613667347947E-08,negative
xrm,-2.98593534543953E-08,negative
nhibernate-envers,-2.98335071181921E-08,negative
python-2.5,-2.9803442854154E-08,neutral
mschart,-2.97994850683087E-08,neutral
googlevis,-2.97255139796082E-08,neutral
simple-form,-2.97066080739635E-08,neutral
smarty3,-2.9658661401064E-08,neutral
uievent,-2.96229807729001E-08,negative
node.js-addon,-2.96151846279206E-08,neutral
catch-all,-2.96043801452536E-08,negative
nsview,-2.95952817264983E-08,neutral
locals,-2.95941793989666E-08,negative
pci-compliance,-2.95853477214498E-08,negative
cassandra-2.1,-2.95500665365211E-08,neutral
jongo,-2.95320098573034E-08,negative
angular-e2e,-2.94702662311363E-08,negative
sql-server-2012-express,-2.94617893386789E-08,neutral
listpreference,-2.94609757761055E-08,negative
query-cache,-2.94564786071723E-08,negative
register-allocation,-2.94494247015976E-08,negative
eunit,-2.94486909880106E-08,negative
server-explorer,-2.93888225126487E-08,negative
nstableviewcell,-2.93738591623072E-08,negative
embedded-ruby,-2.93455703859196E-08,negative
jsonconvert,-2.93362008804703E-08,negative
joomla-module,-2.92992482470715E-08,negative
target-action,-2.92883150817263E-08,negative
cross-cutting-concerns,-2.92181091671247E-08,neutral
uglifyjs2,-2.91969789951778E-08,negative
owncloud,-2.91784916232776E-08,negative
couchbase-lite,-2.91707456821845E-08,neutral
typescript-compiler-api,-2.91328665142676E-08,neutral
windows-server-2003,-2.90783949752626E-08,neutral
livescript,-2.90747903200272E-08,negative
azure-yaml-pipelines,-2.90589020438006E-08,neutral
emberfire,-2.9027843308226E-08,negative
wildfly-8,-2.90092592381397E-08,neutral
form-authentication,-2.90055468290054E-08,negative
slcomposeviewcontroller,-2.89963300126774E-08,negative
captions,-2.89701091810797E-08,negative
nightwatch.js,-2.89619140344217E-08,neutral
rippledrawable,-2.89456952665745E-08,negative
controller,-2.89453834518958E-08,neutral
smartfoxserver,-2.8917875704146E-08,negative
iron.io,-2.88749124936376E-08,negative
logstash-jdbc,-2.88244190008177E-08,neutral
addhandler,-2.87947642434894E-08,neutral
nsmutabledictionary,-2.87883126031456E-08,neutral
java-server,-2.87786213927394E-08,negative
vs-community-edition,-2.87721788679657E-08,negative
cgaffinetransform,-2.87665144100294E-08,neutral
system.io.fileinfo,-2.87656675912781E-08,neutral
will-paginate,-2.87504234735834E-08,neutral
retain-cycle,-2.87503668041301E-08,negative
cloudkit-web-services,-2.87475592694384E-08,negative
circle-pack,-2.87458267725573E-08,neutral
unidac,-2.87143545617744E-08,negative
openstack-swift,-2.87097416772951E-08,negative
nt,-2.87026780928208E-08,neutral
javafxports,-2.86827445980875E-08,neutral
yesod,-2.86811657986944E-08,neutral
channelfactory,-2.86250038059742E-08,neutral
accessory,-2.8618589103982E-08,negative
maven-ear-plugin,-2.8598120770642E-08,neutral
main-activity,-2.85898676200129E-08,negative
tsung,-2.85872772499923E-08,negative
sos,-2.85861560134644E-08,neutral
jenkins-scriptler,-2.85502122734567E-08,negative
react-apollo-hooks,-2.85318064159169E-08,negative
gcc4.8,-2.85150965921024E-08,negative
contains,-2.85144737585441E-08,neutral
acts-as-taggable-on,-2.84898482125355E-08,neutral
gpars,-2.84631573324503E-08,negative
